Tweet ID,Tweet URL,Tweet Type,URL
1588426737393598466,https://twitter.com/AlamedaTrabucco/status/1588426737393598466,Tweet,https://www.instagram.com/magicmike_notastripper/
1588426737393598466,https://twitter.com/AlamedaTrabucco/status/1588426737393598466,Tweet,https://www.youtube.com/watch?v=yQmgCVgxKyY&ab_channel=Australia%27sGotTalent
1585418507696877569,https://twitter.com/AlamedaTrabucco/status/1585418507696877569,Reply,https://tweethunter.io/generate-tweets
1551268847415488513,https://twitter.com/AlamedaTrabucco/status/1551268847415488513,Reply,https://www.xwordinfo.com/Crossword?date=12/27/2019&g=8&d=D
1468321914359844869,https://twitter.com/AlamedaTrabucco/status/1468321914359844869,Reply,https://twitter.com/coinmamba/status/1347956177951457280?s=20
1467219740716421121,https://twitter.com/AlamedaTrabucco/status/1467219740716421121,Reply,https://twitter.com/lawmaster/status/1467013737806712834?s=20
1466134656793853953,https://twitter.com/AlamedaTrabucco/status/1466134656793853953,Quote,https://www.forbes.com/30-under-30/2022/finance?profile=alameda-research
1465806089992159241,https://twitter.com/AlamedaTrabucco/status/1465806089992159241,Reply,https://twitter.com/FinTaxBot/status/1465553528496312320
1465806065195487236,https://twitter.com/AlamedaTrabucco/status/1465806065195487236,Reply,https://twitter.com/DrEricDing/status/1463925612402429952?s=20
1463996778013986823,https://twitter.com/AlamedaTrabucco/status/1463996778013986823,Reply,https://en.wikipedia.org/wiki/Bayes%27_theorem
1463996756035837959,https://twitter.com/AlamedaTrabucco/status/1463996756035837959,Reply,https://www.alameda-research.com/the-team
1463996754207125509,https://twitter.com/AlamedaTrabucco/status/1463996754207125509,Reply,https://twitter.com/AlamedaTrabucco/status/1422438437521563653?s=20
1463996751212429315,https://twitter.com/AlamedaTrabucco/status/1463996751212429315,Quote,https://twitter.com/AlamedaTrabucco/status/1332036760939896832?s=20
1456335131111657479,https://twitter.com/AlamedaTrabucco/status/1456335131111657479,Tweet,https://www.coindesk.com/tv/
1450955953424289800,https://twitter.com/AlamedaTrabucco/status/1450955953424289800,Reply,https://twitter.com/AlamedaTrabucco/status/1435423571531108355?s=20
1450955935556554756,https://twitter.com/AlamedaTrabucco/status/1450955935556554756,Reply,https://twitter.com/jon_ftx/status/1450557673796161543?s=20
1450955922508029958,https://twitter.com/AlamedaTrabucco/status/1450955922508029958,Reply,https://twitter.com/AlamedaTrabucco/status/1395211697930047489?s=20
1450955920842887176,https://twitter.com/AlamedaTrabucco/status/1450955920842887176,Reply,https://twitter.com/AlamedaTrabucco/status/1383813248252739591?s=20
1450917936001081344,https://twitter.com/AlamedaTrabucco/status/1450917936001081344,Quote,https://twitter.com/tier10k/status/1450916457714487302?s=20
1426338632407732224,https://twitter.com/AlamedaTrabucco/status/1426338632407732224,Reply,https://fivethirtyeight.com/features/a-head-coach-botched-the-end-of-the-super-bowl-and-it-wasnt-pete-carroll/
1426338611528560641,https://twitter.com/AlamedaTrabucco/status/1426338611528560641,Reply,https://sportscroll.com/30-nfl-coaching-decisions-that-ruined-reputations-forever/29/
1422438443469053952,https://twitter.com/AlamedaTrabucco/status/1422438443469053952,Reply,https://twitter.com/AlamedaTrabucco/status/1314551649323479040?s=20
1420727599517470725,https://twitter.com/AlamedaTrabucco/status/1420727599517470725,Tweet,https://www.twitch.tv/AlamedaTrabucco
1417619647197696001,https://twitter.com/AlamedaTrabucco/status/1417619647197696001,Reply,https://www.coingecko.com/en/coins/tether
1417608250078294019,https://twitter.com/AlamedaTrabucco/status/1417608250078294019,Reply,https://twitter.com/Frances_Coppola/status/1417601721245835265?s=20
1417362334721273860,https://twitter.com/AlamedaTrabucco/status/1417362334721273860,Reply,https://twitter.com/FTX_Official/status/1380465675831898117?s=20
1408507451620552714,https://twitter.com/AlamedaTrabucco/status/1408507451620552714,Reply,https://twitter.com/AlamedaTrabucco/status/1407780828734656515?s=20
1407825373056823296,https://twitter.com/AlamedaTrabucco/status/1407825373056823296,Reply,https://www.coingecko.com/en/exchanges/huobi_futures
1407500210926886915,https://twitter.com/AlamedaTrabucco/status/1407500210926886915,Reply,https://twitter.com/AlamedaTrabucco/status/1395211697930047489?s=20
1405053793968922625,https://twitter.com/AlamedaTrabucco/status/1405053793968922625,Reply,https://twitter.com/AlamedaTrabucco/status/1325934153183891456?s=20
