Tweet ID,Tweet URL,Tweet Type,URL
1588155142213439488,https://twitter.com/rsalame7926/status/1588155142213439488,Reply,https://www.theblock.co/post/161773/binance-ceo-says-firm-never-completed-wazirx-purchase-after-funds-frozen
1587102400384491526,https://twitter.com/rsalame7926/status/1587102400384491526,Tweet,https://www.theatlantic.com/ideas/archive/2022/10/covid-response-forgiveness/671879/
1585761287027687425,https://twitter.com/rsalame7926/status/1585761287027687425,Tweet,https://www.burr.senate.gov/2022/10/senate-help-committee-minority-oversight-staff-releases-interim-report-analyzing-origins-of-covid-19-pandemic
1583818386672607232,https://twitter.com/rsalame7926/status/1583818386672607232,Tweet,https://unwatch.org/iran-to-join-u-n-womens-rights-commission/
1579512840255217664,https://twitter.com/rsalame7926/status/1579512840255217664,Tweet,https://celsiusnetworth.com/Ryan-Salame.htm
1561852521479536643,https://twitter.com/rsalame7926/status/1561852521479536643,Reply,https://www.facebook.com/LILoudMajority/videos/breaking-records-show-michelle-bond-was-never-registered-democrat/810809016999205/
1561852359088783360,https://twitter.com/rsalame7926/status/1561852359088783360,Reply,https://www.facebook.com/LILoudMajority/videos/breaking-records-show-michelle-bond-was-never-registered-democrat/810809016999205/
1561852244827332608,https://twitter.com/rsalame7926/status/1561852244827332608,Reply,https://www.facebook.com/LILoudMajority/videos/breaking-records-show-michelle-bond-was-never-registered-democrat/810809016999205/
1561850920979529728,https://twitter.com/rsalame7926/status/1561850920979529728,Reply,https://www.facebook.com/LILoudMajority/videos/breaking-records-show-michelle-bond-was-never-registered-democrat/810809016999205/
1558464746461986816,https://twitter.com/rsalame7926/status/1558464746461986816,Reply,https://www.therealnicklalota.com
1547628389627936768,https://twitter.com/rsalame7926/status/1547628389627936768,Reply,https://m.facebook.com/AmityvillePBA/photos/once-again-nick-lalota-is-using-the-amityville-pd-and-pba-as-a-punching-bag-by-a/1311018619015137/
1545533731926155266,https://twitter.com/rsalame7926/status/1545533731926155266,Tweet,https://bbc.in/3PiIJiJ?fbclid=IwAR2JdOgM-pd7174G7s3QNMUFgvSh-6lQTHiH1J_oOJ5k_PUL5X3VQai0n44
1545090857623343105,https://twitter.com/rsalame7926/status/1545090857623343105,Tweet,https://www.bloomberg.com/news/features/2022-06-23/binance-bnb-ceo-moves-to-dubai-as-us-regulators-target-the-crypto-exchange
1529467631446769664,https://twitter.com/rsalame7926/status/1529467631446769664,Tweet,https://americandreamaction.com/american-dream-federal-action-congratulates-gop-primary-candidates-in-arkansas-alabama-minnesota%ef%bf%bc/
1526568129522024449,https://twitter.com/rsalame7926/status/1526568129522024449,Quote,https://decisiondeskhq.com/
1523797637585022976,https://twitter.com/rsalame7926/status/1523797637585022976,Tweet,https://ftx.com/intl/trade/UST-PERP
1521593890398437376,https://twitter.com/rsalame7926/status/1521593890398437376,Tweet,https://www.forbes.com/sites/ninabambysheva/2022/05/03/royal-flush-inside-cryptos-most-exclusive-gathering/?sh=176d9b956d29&utm_source=TWITTER&utm_medium=social&utm_content=6911933575&utm_campaign=sprinklrForbesCrypto
1521467956781277185,https://twitter.com/rsalame7926/status/1521467956781277185,Tweet,https://vimeo.com/704508897
1508434482386415627,https://twitter.com/rsalame7926/status/1508434482386415627,Tweet,https://www.tradingview.com/blog/en/ftx-now-available-via-tradingview-30309/
1505348245760970757,https://twitter.com/rsalame7926/status/1505348245760970757,Tweet,https://www.protocol.com/newsletters/protocol-fintech/crypto-ukraine-senate-hearing?rebelltitem=1#rebelltitem1
1499164202887438337,https://twitter.com/rsalame7926/status/1499164202887438337,Reply,https://www.elliptic.co/blog/live-updates-millions-in-crypto-crowdfunded-for-the-ukrainian-military?hs_amp=true
1487062490647310347,https://twitter.com/rsalame7926/status/1487062490647310347,Quote,https://www.gmipac.com/
1485383230262059009,https://twitter.com/rsalame7926/status/1485383230262059009,Reply,https://ftx.com/spot-margin/borrows
1483092468602130438,https://twitter.com/rsalame7926/status/1483092468602130438,Tweet,https://thenassauguardian.com/planned-ftx-campus-to-cost-up-to-60-mil-house-1000-employees/
1482311137295224833,https://twitter.com/rsalame7926/status/1482311137295224833,Reply,http://www.tribune242.com/news/2022/jan/14/11m-donation-ftx-benefit-agriculture/
1481320262645821443,https://twitter.com/rsalame7926/status/1481320262645821443,Tweet,https://cointelegraph.com/news/coinbase-announces-nearly-the-entire-company-will-shut-down-for-four-weeklong-breaks-in-2022-to-allow-workers-to-recharge
1480361350182416384,https://twitter.com/rsalame7926/status/1480361350182416384,Tweet,https://www.youtube.com/watch?v=_160oMzblY8
1461127693207060484,https://twitter.com/rsalame7926/status/1461127693207060484,Tweet,https://www.constitutiondao.com/
1454941458696441856,https://twitter.com/rsalame7926/status/1454941458696441856,Tweet,https://bbc.in/3pTHSeU?fbclid=IwAR1-lY3irBI5c2Y4K0ZWBJ6LsUat6J5VmxmaGccFVJ_Mf_na60GSo0ZeBTQ
1420761963349434374,https://twitter.com/rsalame7926/status/1420761963349434374,Tweet,https://www.twitch.tv/uponlytv?referrer=raid
