Tweet ID,Tweet URL,Tweet Posted Time,Tweet Type,Tweet Text,Tweet Text Length,Client,Client URL,Total Retweets,Total Likes,Total Quoted,Total Teplies,Language,Sensitive Content,Replying To Username,Mentions,Hashtags,Emojis,Symbols,Total Mentions,Total Hashtags,Total URLs,Total Media,Total Emojis,Total Symbols,Total Polls,URL,Media type,Media URL,Media Alt Text,Tweet Truncated,Original Author Twitter ID,Original Author Full name,Original Author Screen name,Original Author Location,Original Author Description (Bio),Original Author Website,Original Author Total Followers,Original Author Total Following,Original Author Total Public Lists,Original Author Total Likes,Original Author Total Tweets,Original Author Verified Account,Original Author Protected Tweets,Original Author Has NFT Avatar,Original Author Created At (UTC),Original Author Possible Email,Original Author Possible Phone
1589617343222939648,https://twitter.com/rsalame7926/status/1589617343222939648,2022-11-07 13:54:42,Reply,@heyibinance lol,16,Twitter for iPhone,http://twitter.com/download/iphone,1,28,3,27,und,,heyibinance,heyibinance,"","","",1,0,0,0,0,0,0,,,,,false,764205467816038400,Ryan Salame,rsalame7926,"",Co-CEO of FTX Digital Markets. Previously @circlepay Trade. Nothing is financial advice. Opinions/Thoughts are my own.,https://ftx.com/,17739,707,211,15982,1963,true,false,false,2016-08-12 21:02:36,"",""
1589483476159717378,https://twitter.com/rsalame7926/status/1589483476159717378,2022-11-07 05:02:46,Reply,@BouncyOnion44 nah at some point you gotta call out the shitty players,70,Twitter for iPhone,http://twitter.com/download/iphone,13,87,31,101,en,,BouncyOnion44,BouncyOnion44,"","","",1,0,0,0,0,0,0,,,,,false,764205467816038400,Ryan Salame,rsalame7926,"",Co-CEO of FTX Digital Markets. Previously @circlepay Trade. Nothing is financial advice. Opinions/Thoughts are my own.,https://ftx.com/,17739,707,211,15982,1963,true,false,false,2016-08-12 21:02:36,"",""
1589428620766097408,https://twitter.com/rsalame7926/status/1589428620766097408,2022-11-07 01:24:48,Tweet,It’s so powerful learning who your friends are! Very excited to grow with them in the long term. It’s not hard to genuinely figure out who cares about customers and who doesn’t if you look past the insanity,206,Twitter for iPhone,http://twitter.com/download/iphone,17,203,24,100,en,,,"","","","",0,0,0,0,0,0,0,,,,,false,764205467816038400,Ryan Salame,rsalame7926,"",Co-CEO of FTX Digital Markets. Previously @circlepay Trade. Nothing is financial advice. Opinions/Thoughts are my own.,https://ftx.com/,17739,707,211,15982,1963,true,false,false,2016-08-12 21:02:36,"",""
1589034707505012736,https://twitter.com/rsalame7926/status/1589034707505012736,2022-11-05 23:19:31,Reply,@SBF_FTX WHY IS NOBODY TALKING ABOUT THIS!!???,46,Twitter for iPhone,http://twitter.com/download/iphone,1,84,0,10,en,,SBF_FTX,SBF_FTX,"","","",1,0,0,0,0,0,0,,,,,false,764205467816038400,Ryan Salame,rsalame7926,"",Co-CEO of FTX Digital Markets. Previously @circlepay Trade. Nothing is financial advice. Opinions/Thoughts are my own.,https://ftx.com/,17739,707,211,15982,1963,true,false,false,2016-08-12 21:02:36,"",""
1589034447999234048,https://twitter.com/rsalame7926/status/1589034447999234048,2022-11-05 23:18:29,Reply,@TheBlock__ https://t.co/GGSNAzh4tP,11,Twitter for iPhone,http://twitter.com/download/iphone,0,8,0,3,qme,false,TheBlock__,TheBlock__,"","","",1,0,0,1,0,0,0,,animated_gif,https://video.twimg.com/tweet_video/Fg1iZSxakAAiGqL.mp4,Those Were The Days Curtis Payne GIF,false,764205467816038400,Ryan Salame,rsalame7926,"",Co-CEO of FTX Digital Markets. Previously @circlepay Trade. Nothing is financial advice. Opinions/Thoughts are my own.,https://ftx.com/,17739,707,211,15982,1963,true,false,false,2016-08-12 21:02:36,"",""
1588984977613795328,https://twitter.com/rsalame7926/status/1588984977613795328,2022-11-05 20:01:55,Tweet,i wish you could put the speed camera speeding tickets on auto pay,66,Twitter for iPhone,http://twitter.com/download/iphone,3,18,0,6,en,,,"","","","",0,0,0,0,0,0,0,,,,,false,764205467816038400,Ryan Salame,rsalame7926,"",Co-CEO of FTX Digital Markets. Previously @circlepay Trade. Nothing is financial advice. Opinions/Thoughts are my own.,https://ftx.com/,17739,707,211,15982,1963,true,false,false,2016-08-12 21:02:36,"",""
1588694665351802881,https://twitter.com/rsalame7926/status/1588694665351802881,2022-11-05 00:48:19,Reply,@HsakaTrades lol,16,Twitter for iPhone,http://twitter.com/download/iphone,1,13,1,4,und,,HsakaTrades,HsakaTrades,"","","",1,0,0,0,0,0,0,,,,,false,764205467816038400,Ryan Salame,rsalame7926,"",Co-CEO of FTX Digital Markets. Previously @circlepay Trade. Nothing is financial advice. Opinions/Thoughts are my own.,https://ftx.com/,17739,707,211,15982,1963,true,false,false,2016-08-12 21:02:36,"",""
1588659821158752256,https://twitter.com/rsalame7926/status/1588659821158752256,2022-11-04 22:29:51,Reply,@CH_Ltd_3D who said anything about hotels sir. these are consolidated airbnbs,77,Twitter for iPhone,http://twitter.com/download/iphone,1,182,0,5,en,,CH_Ltd_3D,CH_Ltd_3D,"","","",1,0,0,0,0,0,0,,,,,false,764205467816038400,Ryan Salame,rsalame7926,"",Co-CEO of FTX Digital Markets. Previously @circlepay Trade. Nothing is financial advice. Opinions/Thoughts are my own.,https://ftx.com/,17739,707,211,15982,1963,true,false,false,2016-08-12 21:02:36,"",""
1588651728861548545,https://twitter.com/rsalame7926/status/1588651728861548545,2022-11-04 21:57:42,Reply,@crypto_stevie imagine reading this tweet and thinking “I should send this follow up tweet to this joke”,104,Twitter for iPhone,http://twitter.com/download/iphone,0,1,0,1,en,,crypto_stevie,crypto_stevie,"","","",1,0,0,0,0,0,0,,,,,false,764205467816038400,Ryan Salame,rsalame7926,"",Co-CEO of FTX Digital Markets. Previously @circlepay Trade. Nothing is financial advice. Opinions/Thoughts are my own.,https://ftx.com/,17739,707,211,15982,1963,true,false,false,2016-08-12 21:02:36,"",""
1588626987467571200,https://twitter.com/rsalame7926/status/1588626987467571200,2022-11-04 20:19:23,Tweet,"hear me out, twitter but (those who can) pay a tiny bit to stop the bots",72,Twitter for iPhone,http://twitter.com/download/iphone,0,19,0,5,en,,,"","","","",0,0,0,0,0,0,0,,,,,false,764205467816038400,Ryan Salame,rsalame7926,"",Co-CEO of FTX Digital Markets. Previously @circlepay Trade. Nothing is financial advice. Opinions/Thoughts are my own.,https://ftx.com/,17739,707,211,15982,1963,true,false,false,2016-08-12 21:02:36,"",""
1588598710082375680,https://twitter.com/rsalame7926/status/1588598710082375680,2022-11-04 18:27:01,Tweet,"hear me out, blockchains but instead of the servers spread out everywhere……. KIDDING",85,Twitter for iPhone,http://twitter.com/download/iphone,5,18,0,5,en,,,"","","","",0,0,0,0,0,0,0,,,,,false,764205467816038400,Ryan Salame,rsalame7926,"",Co-CEO of FTX Digital Markets. Previously @circlepay Trade. Nothing is financial advice. Opinions/Thoughts are my own.,https://ftx.com/,17739,707,211,15982,1963,true,false,false,2016-08-12 21:02:36,"",""
