Tweet ID,Tweet URL,Tweet Type,URL
1588426737393598466,https://twitter.com/AlamedaTrabucco/status/1588426737393598466,Tweet,https://www.instagram.com/magicmike_notastripper/
1588426737393598466,https://twitter.com/AlamedaTrabucco/status/1588426737393598466,Tweet,https://www.youtube.com/watch?v=yQmgCVgxKyY&ab_channel=Australia%27sGotTalent
1585418507696877569,https://twitter.com/AlamedaTrabucco/status/1585418507696877569,Reply,https://tweethunter.io/generate-tweets
1567914579329417218,https://twitter.com/AlamedaTrabucco/status/1567914579329417218,Retweet,http://youtu.be/QibkdDs1Dk0
1551268847415488513,https://twitter.com/AlamedaTrabucco/status/1551268847415488513,Reply,https://www.xwordinfo.com/Crossword?date=12/27/2019&g=8&d=D
1513542030185619465,https://twitter.com/AlamedaTrabucco/status/1513542030185619465,Retweet,https://www.politico.com/newsletters/weekly-score/2022/04/11/cryptos-campaign-year-00024350
1498445698542538757,https://twitter.com/AlamedaTrabucco/status/1498445698542538757,Retweet,https://ftxfuturefund.org/announcing-the-future-fund/
1496989124460531714,https://twitter.com/AlamedaTrabucco/status/1496989124460531714,Retweet,https://www.bloomberg.com/news/articles/2022-02-24/one-of-biggest-crypto-traders-is-tapping-defi-loans-for-funding
1492842745697910789,https://twitter.com/AlamedaTrabucco/status/1492842745697910789,Retweet,https://www.instagram.com/p/CZ5Qw2-vVoW/
1468600254304030720,https://twitter.com/AlamedaTrabucco/status/1468600254304030720,Retweet,https://www.ftxpolicy.com/testimony
1468321914359844869,https://twitter.com/AlamedaTrabucco/status/1468321914359844869,Quote,https://twitter.com/coinmamba/status/1347956177951457280?s=20
1467219740716421121,https://twitter.com/AlamedaTrabucco/status/1467219740716421121,Quote,https://twitter.com/lawmaster/status/1467013737806712834?s=20
1466134656793853953,https://twitter.com/AlamedaTrabucco/status/1466134656793853953,Quote,https://www.forbes.com/30-under-30/2022/finance?profile=alameda-research
1465806089992159241,https://twitter.com/AlamedaTrabucco/status/1465806089992159241,Quote,https://twitter.com/FinTaxBot/status/1465553528496312320
1465806065195487236,https://twitter.com/AlamedaTrabucco/status/1465806065195487236,Quote,https://twitter.com/DrEricDing/status/1463925612402429952?s=20
1464345063027359746,https://twitter.com/AlamedaTrabucco/status/1464345063027359746,Retweet,https://youtu.be/etIxKjXkyoI
1463996778013986823,https://twitter.com/AlamedaTrabucco/status/1463996778013986823,Reply,https://en.wikipedia.org/wiki/Bayes%27_theorem
1463996756035837959,https://twitter.com/AlamedaTrabucco/status/1463996756035837959,Reply,https://www.alameda-research.com/the-team
1463996754207125509,https://twitter.com/AlamedaTrabucco/status/1463996754207125509,Quote,https://twitter.com/AlamedaTrabucco/status/1422438437521563653?s=20
1463996751212429315,https://twitter.com/AlamedaTrabucco/status/1463996751212429315,Quote,https://twitter.com/AlamedaTrabucco/status/1332036760939896832?s=20
1456335131111657479,https://twitter.com/AlamedaTrabucco/status/1456335131111657479,Tweet,https://www.coindesk.com/tv/
1450955953424289800,https://twitter.com/AlamedaTrabucco/status/1450955953424289800,Quote,https://twitter.com/AlamedaTrabucco/status/1435423571531108355?s=20
1450955935556554756,https://twitter.com/AlamedaTrabucco/status/1450955935556554756,Quote,https://twitter.com/jon_ftx/status/1450557673796161543?s=20
1450955922508029958,https://twitter.com/AlamedaTrabucco/status/1450955922508029958,Quote,https://twitter.com/AlamedaTrabucco/status/1395211697930047489?s=20
1450955920842887176,https://twitter.com/AlamedaTrabucco/status/1450955920842887176,Quote,https://twitter.com/AlamedaTrabucco/status/1383813248252739591?s=20
1450917936001081344,https://twitter.com/AlamedaTrabucco/status/1450917936001081344,Quote,https://twitter.com/tier10k/status/1450916457714487302?s=20
1433842754786791425,https://twitter.com/AlamedaTrabucco/status/1433842754786791425,Retweet,https://www.twitch.tv/compassmining
1433842754786791425,https://twitter.com/AlamedaTrabucco/status/1433842754786791425,Retweet,http://www.youtube.com/c/CompassMining?sub_confirmation=1
1428160958355021833,https://twitter.com/AlamedaTrabucco/status/1428160958355021833,Retweet,https://trib.al/EmQVFLr
1426338632407732224,https://twitter.com/AlamedaTrabucco/status/1426338632407732224,Reply,https://fivethirtyeight.com/features/a-head-coach-botched-the-end-of-the-super-bowl-and-it-wasnt-pete-carroll/
1426338611528560641,https://twitter.com/AlamedaTrabucco/status/1426338611528560641,Reply,https://sportscroll.com/30-nfl-coaching-decisions-that-ruined-reputations-forever/29/
